kernel,size,impl,input_desc,latency_ms,peak_memory_mb
index_select,small,tilelang_tuned,"src:(4096,512) idx:(256,) fp16",0.12,10091.43
index_select,large,pytorch,"src:(65536,2048) idx:(4096,) fp16",0.0723,10115.31
index_select,large,triton,"src:(65536,2048) idx:(4096,) fp16",0.1495,10115.31
index_select,large,triton_tuned,"src:(65536,2048) idx:(4096,) fp16",0.1498,10107.18
index_select,large,tilelang,"src:(65536,2048) idx:(4096,) fp16",0.1276,10107.2
index_select,large,tilelang_tuned,"src:(65536,2048) idx:(4096,) fp16",0.1246,10107.2
layer_norm,small,pytorch,"x:(512,1024) bf16",0.0312,10100.31
layer_norm,small,triton,"x:(512,1024) bf16",0.143,10100.31
layer_norm,small,triton_tuned,"x:(512,1024) bf16",0.1435,10092.19
layer_norm,small,tilelang,"x:(512,1024) bf16",0.9837,10096.19
layer_norm,small,tilelang_tuned,"x:(512,1024) bf16",0.9852,10096.19
layer_norm,large,pytorch,"x:(8192,8192) bf16",0.3221,10227.37
layer_norm,large,triton,"x:(8192,8192) bf16",0.361,10227.37
layer_norm,large,triton_tuned,"x:(8192,8192) bf16",0.3591,10219.25
layer_norm,large,tilelang,"x:(8192,8192) bf16",97.0218,10731.25
layer_norm,large,tilelang_tuned,"x:(8192,8192) bf16",97.0817,10731.25
leaky_relu,small,pytorch,"a:(4096,4096) b:(4096,4096) fp16",8.837,10291.31
leaky_relu,small,triton,"a:(4096,4096) b:(4096,4096) fp16",1.2646,10131.31
leaky_relu,small,triton_tuned,"a:(4096,4096) b:(4096,4096) fp16",1.2639,10123.18
leaky_relu,small,tilelang,"a:(4096,4096) b:(4096,4096) fp16",0.8235,10123.18
leaky_relu,small,tilelang_tuned,"a:(4096,4096) b:(4096,4096) fp16",0.8242,10123.18
leaky_relu,large,pytorch,"a:(8192,8192) b:(8192,8192) fp16",68.7174,10867.31
leaky_relu,large,triton,"a:(8192,8192) b:(8192,8192) fp16",10.0007,10227.31
leaky_relu,large,triton_tuned,"a:(8192,8192) b:(8192,8192) fp16",10.0048,10219.18
leaky_relu,large,tilelang,"a:(8192,8192) b:(8192,8192) fp16",6.0884,10219.18
leaky_relu,large,tilelang_tuned,"a:(8192,8192) b:(8192,8192) fp16",6.0605,10219.18
linear_activation,small,pytorch,"x:(1,256,1024) w1/w3:(4096,1024) fp16",0.6376,10125.81
linear_activation,small,triton,"x:(1,256,1024) w1/w3:(4096,1024) fp16",0.1813,10101.31
linear_activation,small,triton_tuned,"x:(1,256,1024) w1/w3:(4096,1024) fp16",0.1804,10093.18
linear_activation,small,tilelang,"x:(1,256,1024) w1/w3:(4096,1024) fp16",0.4072,10128.69
linear_activation,small,tilelang_tuned,"x:(1,256,1024) w1/w3:(4096,1024) fp16",0.4116,10128.69
linear_activation,large,pytorch,"x:(1,2048,4096) w1/w3:(16384,4096) fp16",36.207,10691.32
linear_activation,large,triton,"x:(1,2048,4096) w1/w3:(16384,4096) fp16",19.4774,10163.31
linear_activation,large,triton_tuned,"x:(1,2048,4096) w1/w3:(16384,4096) fp16",19.4739,10155.18
linear_activation,large,tilelang,"x:(1,2048,4096) w1/w3:(16384,4096) fp16",7.6514,11035.2
linear_activation,large,tilelang_tuned,"x:(1,2048,4096) w1/w3:(16384,4096) fp16",7.6444,11035.2
log_softmax,small,pytorch,"x:(512,1024) fp16",0.0212,10100.31
log_softmax,small,triton,"x:(512,1024) fp16",0.1306,10100.31
log_softmax,small,triton_tuned,"x:(512,1024) fp16",0.1306,10092.18
log_softmax,small,tilelang,"x:(512,1024) fp16",0.0832,10092.18
log_softmax,small,tilelang_tuned,"x:(512,1024) fp16",0.0878,10092.18
log_softmax,large,pytorch,"x:(4096,32768) fp16",0.4471,10355.31
log_softmax,large,triton,"x:(4096,32768) fp16",0.9869,10355.31
log_softmax,large,triton_tuned,"x:(4096,32768) fp16",0.9994,10347.18
log_softmax,large,tilelang,"x:(4096,32768) fp16",12.2987,10347.18
log_softmax,large,tilelang_tuned,"x:(4096,32768) fp16",12.2896,10347.18
logsumexp,small,pytorch,"x:(512,1024) fp32",0.0967,10101.31
logsumexp,small,triton,"x:(512,1024) fp32",0.2058,10099.32
logsumexp,small,triton_tuned,"x:(512,1024) fp32",0.2085,10091.19
logsumexp,small,tilelang,"x:(512,1024) fp32",0.0909,10091.19
logsumexp,small,tilelang_tuned,"x:(512,1024) fp32",0.095,10091.19
logsumexp,large,pytorch,"x:(8192,16384) fp32",2.4005,10611.37
logsumexp,large,triton,"x:(8192,16384) fp32",0.4985,10099.43
logsumexp,large,triton_tuned,"x:(8192,16384) fp32",0.4971,10091.31
logsumexp,large,tilelang,"x:(8192,16384) fp32",0.8877,10091.21
logsumexp,large,tilelang_tuned,"x:(8192,16384) fp32",0.891,10091.21
matmul,small,pytorch,"A:(512,512) B:(512,512) fp16",0.0303,10099.81
matmul,small,triton,"A:(512,512) B:(512,512) fp16",0.0831,10099.81
matmul,small,triton_tuned,"A:(512,512) B:(512,512) fp16",0.0817,10091.68
matmul,small,tilelang,"A:(512,512) B:(512,512) fp16",0.0846,10091.68
matmul,small,tilelang_tuned,"A:(512,512) B:(512,512) fp16",0.087,10091.68
matmul,large,pytorch,"A:(16384,16384) B:(16384,16384) fp16",33.483,10611.31
matmul,large,triton,"A:(16384,16384) B:(16384,16384) fp16",56.0395,10611.31
matmul,large,triton_tuned,"A:(16384,16384) B:(16384,16384) fp16",56.0518,10603.18
matmul,large,tilelang,"A:(16384,16384) B:(16384,16384) fp16",42.8693,10603.18
matmul,large,tilelang_tuned,"A:(16384,16384) B:(16384,16384) fp16",42.8433,10603.18
matrix_transpose,small,pytorch,"x:(1024,1024) fp16",0.0396,10101.31
matrix_transpose,small,triton,"x:(1024,1024) fp16",0.0752,10101.31
matrix_transpose,small,triton_tuned,"x:(1024,1024) fp16",0.073,10093.18
matrix_transpose,small,tilelang,"x:(1024,1024) fp16",0.0794,10093.18
matrix_transpose,small,tilelang_tuned,"x:(1024,1024) fp16",0.0834,10093.18
matrix_transpose,large,pytorch,"x:(16384,16384) fp16",3.467,10611.31
matrix_transpose,large,triton,"x:(16384,16384) fp16",1.0119,10611.31
matrix_transpose,large,triton_tuned,"x:(16384,16384) fp16",1.011,10603.18
matrix_transpose,large,tilelang,"x:(16384,16384) fp16",5.5171,10603.18
matrix_transpose,large,tilelang_tuned,"x:(16384,16384) fp16",5.4937,10603.18
max_reduction,small,pytorch,"x:(1024,1024) dim=1 fp16",0.0306,10099.32
max_reduction,small,triton,"x:(1024,1024) dim=1 fp16",0.1229,10099.32
max_reduction,small,triton_tuned,"x:(1024,1024) dim=1 fp16",0.118,10091.19
max_reduction,small,tilelang,"x:(1024,1024) dim=1 fp16",0.1466,10091.2
max_reduction,small,tilelang_tuned,"x:(1024,1024) dim=1 fp16",0.1495,10091.2
max_reduction,large,pytorch,"x:(8192,32768) dim=1 fp16",0.556,10099.39
max_reduction,large,triton,"x:(8192,32768) dim=1 fp16",0.5075,10099.39
max_reduction,large,triton_tuned,"x:(8192,32768) dim=1 fp16",0.5053,10091.26
max_reduction,large,tilelang,"x:(8192,32768) dim=1 fp16",0.8272,10091.32
max_reduction,large,tilelang_tuned,"x:(8192,32768) dim=1 fp16",0.8273,10091.32
mean_reduction,small,pytorch,"x:(1024,1024) dim=1 fp32",0.0259,10099.31
mean_reduction,small,triton,"x:(1024,1024) dim=1 fp32",0.0993,10099.31
mean_reduction,small,triton_tuned,"x:(1024,1024) dim=1 fp32",0.0974,10091.19
mean_reduction,small,tilelang,"x:(1024,1024) dim=1 fp32",0.081,10091.19
mean_reduction,small,tilelang_tuned,"x:(1024,1024) dim=1 fp32",0.0839,10091.19
mean_reduction,large,pytorch,"x:(8192,32768) dim=1 fp32",0.7655,10099.34
mean_reduction,large,triton,"x:(8192,32768) dim=1 fp32",1.0518,10099.34
mean_reduction,large,triton_tuned,"x:(8192,32768) dim=1 fp32",1.0535,10091.21
mean_reduction,large,tilelang,"x:(8192,32768) dim=1 fp32",0.784,10091.21
mean_reduction,large,tilelang_tuned,"x:(8192,32768) dim=1 fp32",0.7853,10091.21
mul,small,pytorch,"x:(4096,) fp16",0.0253,10099.32
mul,small,triton,"x:(4096,) fp16",0.072,10099.32
mul,small,triton_tuned,"x:(4096,) fp16",0.0714,10091.19
mul,small,tilelang,"x:(4096,) fp16",0.0917,10091.19
mul,small,tilelang_tuned,"x:(4096,) fp16",0.0921,10091.19
mul,large,pytorch,"x:(64M,) fp16",0.2136,10227.31
mul,large,triton,"x:(64M,) fp16",0.3077,10227.31
mul,large,triton_tuned,"x:(64M,) fp16",0.3079,10219.18
mul,large,tilelang,"x:(64M,) fp16",0.3188,10219.18
mul,large,tilelang_tuned,"x:(64M,) fp16",0.3185,10219.18
relu,small,pytorch,"x:(4096,4096) fp16",0.0677,10131.31
relu,small,triton,"x:(4096,4096) fp16",0.0962,10131.31
relu,small,triton_tuned,"x:(4096,4096) fp16",0.0967,10123.18
relu,small,tilelang,"x:(4096,4096) fp16",0.1147,10123.18
relu,small,tilelang_tuned,"x:(4096,4096) fp16",0.1144,10123.18
relu,large,pytorch,"x:(16384,16384) fp16",0.7901,10611.31
relu,large,triton,"x:(16384,16384) fp16",0.8262,10611.31
relu,large,triton_tuned,"x:(16384,16384) fp16",0.8254,10603.18
relu,large,tilelang,"x:(16384,16384) fp16",1.1582,10603.18
relu,large,tilelang_tuned,"x:(16384,16384) fp16",1.1587,10603.18
rms_norm,small,pytorch,"x:(512,1024) w:(1024,) fp16",0.1303,10103.31
rms_norm,small,triton,"x:(512,1024) w:(1024,) fp16",0.1081,10100.31
rms_norm,small,triton_tuned,"x:(512,1024) w:(1024,) fp16",0.1066,10092.18
rms_norm,small,tilelang,"x:(512,1024) w:(1024,) fp16",0.896,10096.19
rms_norm,small,tilelang_tuned,"x:(512,1024) w:(1024,) fp16",0.8867,10096.19
rms_norm,large,pytorch,"x:(8192,8192) w:(8192,) fp16",2.5148,10611.37
rms_norm,large,triton,"x:(8192,8192) w:(8192,) fp16",0.2871,10227.31
rms_norm,large,triton_tuned,"x:(8192,8192) w:(8192,) fp16",0.2843,10219.18
rms_norm,large,tilelang,"x:(8192,8192) w:(8192,) fp16",79.9525,10731.21
rms_norm,large,tilelang_tuned,"x:(8192,8192) w:(8192,) fp16",80.0167,10731.21
softmax,small,pytorch,"x:(512,1024) fp16",0.0234,10100.31
softmax,small,triton,"x:(512,1024) fp16",0.0774,10100.31
softmax,small,triton_tuned,"x:(512,1024) fp16",0.0801,10092.18
softmax,small,tilelang,"x:(512,1024) fp16",0.1441,10092.18
softmax,small,tilelang_tuned,"x:(512,1024) fp16",0.1446,10092.18
softmax,large,pytorch,"x:(4096,32768) fp16",0.5451,10355.31
softmax,large,triton,"x:(4096,32768) fp16",0.4666,10355.31
softmax,large,triton_tuned,"x:(4096,32768) fp16",0.4621,10347.18
softmax,large,tilelang,"x:(4096,32768) fp16",59.9114,10347.18
softmax,large,tilelang_tuned,"x:(4096,32768) fp16",60.0282,10347.18
swiglu,small,pytorch,"xy:(512,8192) fp16",0.0615,10107.31
swiglu,small,triton,"xy:(512,8192) fp16",0.1256,10103.31
swiglu,small,triton_tuned,"xy:(512,8192) fp16",0.125,10095.18
swiglu,small,tilelang,"xy:(512,8192) fp16",0.142,10103.18
swiglu,small,tilelang_tuned,"xy:(512,8192) fp16",0.1443,10103.18
swiglu,large,pytorch,"xy:(4096,32768) fp16",1.0992,10355.31
swiglu,large,triton,"xy:(4096,32768) fp16",0.4025,10227.31
swiglu,large,triton_tuned,"xy:(4096,32768) fp16",0.3987,10219.18
swiglu,large,tilelang,"xy:(4096,32768) fp16",1.0522,10475.18
swiglu,large,tilelang_tuned,"xy:(4096,32768) fp16",1.056,10475.18
